index,new_review
8951,맛2 / 양2 / 배달2 / 맛있었어요^^수고하세요~
8952,맛2 / 양1 / 배달2 / 맛있는데 왜 예전에 비해서 닭발양이 줄어보일까요ㅠㅠㅠ
8953,맛2 / 양2 / 배달2 / 언제나 맛있어요ㅠ제가 다른 지점 웅이네도 다 먹어봤지만 수지점이 제일 맛있어요~~
8954,맛2 / 양2 / 배달2 / 배달 빠르고 음식도 맛있었어요. 계란찜과 주먹밥도 식지않아서 뜨겁게 먹을 수 있었네요. 담번에 또 주문할께요
8955,맛2 / 양2 / 배달2 / 시키면 후회없는 집이에요.. 오늘도 배뻥~ 잘먹었어요
8956,맛0 / 양2 / 배달1 / 맛 빼고 다 좋아요
8957,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다 감사합니다  배달 엄청 빨랐어요
8959,맛2 / 양2 / 배달2 / 와 처음인데 맛있어요! 신랑은 서울 유명한 홍미닭발보다 더 맛있다고 하네여! ㅎㅎ
8960,맛2 / 양2 / 배달2 / 양도 많고 맛있게 잘먹었어요ㅎㅎ중간맛으로 시켰는데 딱 맞게 매워서 너무 좋았어요 다음에도 또 시켜 먹을 의항있습니다😊
8961,맛2 / 양2 / 배달2 / 주1회 초딩 아들과 맛있게 먹구 있어요~아들도 저도 웅이네 닭발 정말 좋아합니다^^조만간 또 주문하께요
8962,"맛2 / 양2 / 배달2 / 딸과 아내가 이집 닭발을 일주일에 1번은 시켜달라고 하는거 같아요다른 닭발 시켜보아도 이집이 제일 맛나네요앞으로도 이용 자주 할께요주먹밥,계란찜도 주시고 닭발도 숯불맛이 나서 좋아요쿨피스 등 음료수는 안마시니 다른 음료도 안주셔도 되세요^^"
8963,맛2 / 양2 / 배달2 / 수지 맛집!!! 꼭 드셔보세용ㅋ
8964,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요^^많이파시고 번창하세여~
8965,맛2 / 양2 / 배달2 / 양도 많고 맛있어요!! 매운게 땡겨서 시켰는데 정말 만족스럽게 잘먹었습니다
8966,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다. 배달도 빨리 도착 했어요.
8967,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹고있습니다
8968,맛2 / 양1 / 배달1 / 역시 매운맛 맛있네요 매운맛이 땡길때 최고 입니다 아이들은 주먹밥과 계란찜으로 온가족이 맛있게 먹었습니다
8969,맛2 / 양2 / 배달2 / 맛있어엉~~~~~~~~~~양도많고ㅋㅋ요청건도들어주신듯ㅋㅋ전그래도맵네용ㅋㅋ푸하하 맛있겡기분좋게먹었어요 감사합니다~~~앙
8970,맛2 / 양2 / 배달2 / 닭발 양의 조금 아쉽지만 .그래도  너무 맛있습니다 ~
8971,맛2 / 양2 / 배달2 / 맛있고 배달도 정말 빨리오네영!
8972,맛2 / 양2 / 배달2 / 오늘도 맛있게 잘먹었습니다^^그런데 계란찜이 너무 부서져 와서 좀 그랬어요ㅡ.ㅡ 담에는 잘부탁드릴께요
8973,맛2 / 양2 / 배달2 / 맛있어요^^ 추천합니다~~~
8974,맛2 / 양2 / 배달1 / 계란찜이 터져서 봉투안에 다 흘렀어요 ㅠ닭발이랑 주먹밥은 정말 맛있게 잘먹었습니다!배달만 좀 신경써주시면 또 주문해서 먹을거 같아요
8975,맛2 / 양2 / 배달2 / 맛있어요!! 웅이네 닭발 최고!!
8977,맛2 / 양2 / 배달2 / 역시 오늘도 맛있었습니다국물닭발에 소주한잔
8979,맛2 / 양2 / 배달2 / 배달 빠르고 항상 맛있어요!!♡
8980,맛2 / 양2 / 배달2 / 계란찜도 잘왔고 적당히 맵고 맛있습니다.
8981,맛2 / 양2 / 배달2 / ㅠㅠㅠㅠㅠㅠㅠ 너무 맛있어요 ㅠㅠㅠㅠㅠ 오랜만에 오돌뼈 먹었는데 야채도 오돌뼈도 모두 맛있었어요 ㅎㅎㅎ 앞으로도 잘부탁드립니다 :)~!!!!
8982,맛2 / 양2 / 배달2 / 중간맛도 매워서 힘드네요
8983,맛2 / 양1 / 배달2 / 생각나서 또 시켜먹었네요
8985,"맛2 / 양2 / 배달2 / 매운 맛 잘 못먹어서 중간맛 시켰는데 그래도 맵네요~쿨픽스,계란찜 주먹밥 같이 먹으니 맛있네요"
8986,맛2 / 양2 / 배달2 / 매콤한거 먹고싶었는데 항상 넘맛있어요
8987,맛2 / 양1 / 배달1 / 항상 여기서 시키는데 너무 맛있어요
8988,맛2 / 양2 / 배달2 / 배달도 빨리오고 양도 맛도 언제나 좋아요
8989,맛2 / 양1 / 배달2 / 언제나 시켜도 맛있네어.  감사히 잘 먹었습니다.
8990,맛2 / 양2 / 배달2 / 배달 정말 빠르고 역시 맛있어요!!!
8991,"맛2 / 양2 / 배달2 / 맛과 양,배달속도 언제나 최고예요"
8992,맛2 / 양2 / 배달2 / 쿨피스 안먹는다 했더니 콜라로 바꿔주시구 너무 감동이에용 양도 많고 맛은 당연히 맛있구 닭발 오랜만에 먹었는데 넘 행복해요 ㅎㅎㅎㅎ
8993,맛2 / 양2 / 배달2 / 항상 잘먹고있어요 예전에찍은 같은사진 계속 올리고있어요 ㅋㅋ
8994,"맛2 / 양2 / 배달2 / 사진을 까먹고 자꾸 안 찍네요,,ㅜㅠㅠ벌써 일주일동안 세 번 시켜먹을정도로 너무 맛있고 배달기사님도 친절하십니다!!"
8995,"맛2 / 양2 / 배달2 / 배달에 45분 걸렸고,맛은 역시나 맛있습니다. 후기에 계란 깨져서 온다는 것도 많던데 안 깨지고 잘 왔네요."
8996,"맛2 / 양2 / 배달2 / 늘 맛있는 닭발입니다^^오늘도 맛있게 잘먹었어요~ 계란찜이 깨져서 왔지만, 비오는 날씨라 이해해요~ 담에 또 시킬께요"
8997,맛0 / 양0 / 배달0 / 젓가락. 숟가락을 이제는 안보내주시는건가요? 지난번에도 안주신거같은데밥도 다 식은 꼬드밥 주시고 이제는 신뢰가 안됩니다
8998,맛2 / 양2 / 배달2 / 맛있게 먹었습니다!!!
8999,맛2 / 양2 / 배달2 / 불맛 매콤하니 맛있네요 ㅎㅎㅎ주먹밥 계란찜 쿨피스 조화가 좋아요~
9000,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다 다만 매운맛할걸 그랬어요.^^
9001,맛2 / 양2 / 배달2 / 매운 국물닭발이 먹고싶어서 시켰는데 딱 알맞은 맛있는 매운맛이었어요ㅠㅠㅠ허겁지겁 먹다보니 양이 적나??했는데 1도 아니었어요 완전 배불러서 만족스러웠답미다  다음에도 또 시켜먹을게요 잘먹었습니다아아아
9002,맛2 / 양2 / 배달2 / 너무 맛있어요~~
9003,맛2 / 양2 / 배달2 / 배달도 빠르고양도 적당하고요~! 맛있습니다~!! 맛도 깔끔하구요또 재주문 할게요~^^
9004,맛1 / 양1 / 배달2 / 잘먹었슴니다 계란찜 맛나네요
9005,맛2 / 양2 / 배달2 / 아주 맛있습니다쿨피스 안주셔도 된다고 했는데 주셨네요 ㅎ
9006,맛2 / 양2 / 배달2 / ㅎㅅ ㅁㅇㅇㅇㅎㅅ ㅁㅇㅇㅇ
9007,맛2 / 양2 / 배달2 / 주문한지 20분도 안된거 같은데 도착했어요!!! 맛 아주 훌륭합니다👏 아주맵게 부탁드렸으나ㅜㅜ 저한테는 매콤정도네여ㅜㅜ (저는 매운걸 아주 좋아해요) 그래도 너무 맛있어요! 오늘하루종일 받은 스트레스 맛있는 음식으로 풀었네요!! 쿨피스도 두개나 주시고 ㅎㅎㅎㅎ 좀 남겼다가 내일 밥이랑 같이 볶아서 먹으려구요~~~~ 잘먹었습니다🙇‍♀️
9008,맛2 / 양2 / 배달2 / 맨날 맛있는 쭈꾸미 먹고싶어요 진짜 존맛이에여ㅠㅠㅠ
9009,"맛2 / 양2 / 배달2 / 젓가락, 숫가락이 없고 원래그런건지 모르겠는 쪼개진 계란찜때문에 별 하나 뺐어요"
9010,맛2 / 양2 / 배달2 / 역시 맛있고 오늘은 빠르게 오니 더욱 좋네요
9011,맛0 / 양0 / 배달0 / 계란찜은 다 깨지고숟가락세트도 없이 왔네요너무 실망입니다
9012,맛2 / 양2 / 배달2 / 맛있어요.특히 계란찜👍
9014,맛2 / 양2 / 배달2 / 혼자먹으니까 개배불러요 ㄹㅇ 그리고 개 맛있어요 냠냠긋~
9015,맛2 / 양2 / 배달2 / 역시나 맛있음 ....!.!.!.!!.!
9017,맛2 / 양2 / 배달2 / 늦은시간 되면 꼭 생각나서 꼭 주문합니다늦은시간 직접 배달해주신듯 해서 더 감사합니닿ㅎ잘먹었습니다
9018,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다ㅎㅎ
9019,맛2 / 양2 / 배달1 / 배달은 좀 걸리지만 역시 매운맛은 조으네요
9020,맛2 / 양2 / 배달0 / 계란찜 포장이 터져서 왔네요.
9021,맛2 / 양2 / 배달2 / 배달30분도 안되서 왔구요수원에서 먹었던맛과 똑같이 맛나요
9022,맛1 / 양1 / 배달2 / 잘 먹었어요. 다음엔 오돌뼈로
9023,맛2 / 양2 / 배달2 / 맛있어요! 자주 먹을게요
9024,맛2 / 양2 / 배달2 / 맛있어요!!!! 소문이 자자해서 계속 시켜먹어야지 생각하다가 드디어 시켜먹었습니다. 계란찜 같이오는 거 원래 잘 안먹는데 웅이네는 맛있어서 다 먹었어요.. ㅎㅎ배달도 생각보다 빠르게 왔고 주먹밥도 맛있고!! 무엇보다 오돌뼈가 정말 맛있어요!!!! 매운거 잘 못 먹어서 순한맛 시켰는데 딱 적당히 매콤하고 맛있었어요 ㅎㅎㅎ 배달해주신 분도 친절하셔서 더 좋았어요~
9025,"맛2 / 양2 / 배달2 / 혼자 먹으려고 시켰는데, 2인분이었네요. 먹다 배불러서 죽는 줄.... 깔끔하니 맛도 괜찮고, 뭣보다 배달이 짱이예요. 주문하고 얼마 안됐는데 왔어요. 먹다가 리뷰쓰려고 들어갔더니, 배달 준비중이라고.. 20분이상 남았을 정도예요. 쭈꾸미를 아주 맵게 해달라고 요청했는데, 기대만큼은 아니지만 맛있어서 패스~혼자 먹기에 양이 넘 많아서 고생했는데, 오늘도 재주문할까 고민하고 있는 나...ㅋㅋ"
9026,맛2 / 양1 / 배달1 / 항상 맛있어요 믿고 먹는 웅이네
9027,맛2 / 양1 / 배달2 / 맛도 좋고 배송도 빠르고 아주 굿입니다~ㅋㅋ
9028,맛2 / 양2 / 배달2 / 언제 먹어도 최고죠 별 백개 드리고 싶은 마음...쿨피스를 안좋아하는 관계로 빼주시라고 요청드리면 항상 쿨피스 대신 콜라를 챙겨주셔서 죄송하고 감사해요 담부터는 콜라 안주셔도 괜찮아요^^
9029,맛2 / 양2 / 배달1 / 맛있었어요 불맛 좋고 ㅋㅋ 또 시킬게요
9030,맛2 / 양2 / 배달2 / 오늘도역시잘먹었지요
9031,맛2 / 양1 / 배달2 / 항살 단골집으로 맛있게 먹고 있습니다. 양만 조금 더 많았으면 합니다;)
9032,맛2 / 양2 / 배달2 / 언제나 만족스러운 웅이네닭발이제 여기로 닭발은 정착합니다 ㅎ
9033,맛2 / 양2 / 배달2 / 매번 시켜먹는 야식인데 맛있어요~~푸짐하고~~
9034,맛2 / 양1 / 배달2 / 역시 불맛. 굿입니다. 세트메뉴가 없어. 아쉬워요
9035,맛2 / 양2 / 배달2 / 역시존맛입니더 금방다흡입쓰
9036,맛1 / 양1 / 배달1 / 맛있고 좋아요..재주문입니다.
9038,맛2 / 양2 / 배달2 / 좋아요~~~~~~~~~~~
9040,맛2 / 양2 / 배달2 / 맛있어요! 계란찜 맛있어요. 오돌뼈는 순한맛보다 중간 이상이 더 맛있어요.
9041,맛2 / 양2 / 배달2 / 언제 먹어도 감동이에요 웅이네는 사랑입니다
9042,맛2 / 양2 / 배달2 / 역시 맛있어요매콤한것도 적당하고 양도 좋아요
9043,맛2 / 양2 / 배달2 / 아 오늘 유난히 넘 맛있네요~~!!배달도 빠르고 잘먹었어요
9044,맛2 / 양2 / 배달2 / 항상 애용했던집 요기요로 넘어왔어요 ^*^
9046,맛1 / 양2 / 배달1 / 넘 매워요 개인차이는있겠지만 전 너무매웠네요잘먹었습니다
9047,맛2 / 양2 / 배달2 / 맛있어요 매워요 배불러요
9048,맛2 / 양2 / 배달2 / 너무너무 맛있어요 또시킬거에요
9049,맛2 / 양2 / 배달2 / 불맛 넘 맛있어요~ 적당히 맵고 깻잎싸서 먹으니더 맛있네여~~
9050,맛2 / 양2 / 배달2 / 맵기도 적당하고 맛있어요~
9051,맛2 / 양2 / 배달2 / 맛있어요. 배달도빠르게왔구요. 양도 많구요 너무감사히잘먹었습니다 또시켜먹을거같아요 담번엔 술과함께ㅋㅋ
9052,맛2 / 양2 / 배달2 / 국물무뼈닭발 너무 맛있네요~ 쿨피스는 너무 얼어와서 결국은 수저로 퍼먹었네요 ㅎㅎ다음에도 주문하겠습니다.
9053,맛2 / 양2 / 배달2 / 가족들끼리 맛이 점점 진화하는거 같다고 칭찬하며 맛나게 먹었습니다. 감사합니다~
9054,맛2 / 양2 / 배달2 / 아이들과 함께 맛있게 먹었어요~
9055,맛1 / 양1 / 배달2 / 솔직히 주먹밥이랑 계란찜은 아쉬웠지만 닭발이 너무 맛있었고 양도 적당했어요. 닭발 강추!!배달도 빨라서 좋았습니다 :)
9056,맛2 / 양2 / 배달2 / 항상 맛있습니다^^ 감사합니다^^
9057,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요담에는 매운맛으로 주문하께요
9058,맛2 / 양2 / 배달2 / 매운데 ..계란찜먹고 돌아서면 또먹고 ㅎㅎㅎ 반복하다보니 어느세 다 먹었어용~~^^ 항상 건간하시고 담에도 잘 부탁드립니다^^
9059,맛2 / 양2 / 배달2 / 아주 만족합니다 꼭 시켜드레요
9060,맛2 / 양2 / 배달2 / 배달이 조금 늦었지만 아이들과 맛있게 먹었어요~^^
9061,맛2 / 양2 / 배달2 / 맛있네요 ^^ 양도 푸짐하구요 다음엔 중간맛 먹어야겠어요
9062,맛2 / 양2 / 배달2 / 오랜만에 닭발먹고싶어서 시켰어요~역시 맛있네요~~^^잘먹었어요
9063,맛2 / 양2 / 배달2 / ㄱㅊㅇ ㅆㄷㄴ (ง˙∇˙)ว
9064,맛2 / 양2 / 배달2 / 와 처음 먹어봣는데 넌무너무 맛있었엉그ㅛ 딱 적당스히 맵고 살얼음진 쿨피수도 짱 담에 또 시켜먹읗끼여
9065,맛2 / 양2 / 배달2 / 여자친구가 기분안좋았는데 배달이 50분에 도착할걸 30분만에 빨리 도착한 덕분에 기분좋아졌어요~ 감사합니다😄😄
9066,"맛2 / 양2 / 배달2 / 배달도 빠르고, 중간맛 매콤하니 맛있었어요!! 계란찜도 보들보들~ 쿨피스에 날치알주먹밥까지!! 양도 많고 배부르게 자알 먹었습니다!"
9067,맛1 / 양1 / 배달1 / 가끔 시켜 먹는데 낫납니다.
9068,맛2 / 양2 / 배달2 / 항상 맛있어요~~~
9069,맛2 / 양2 / 배달2 / 닭발은 역시 웅이네 입니다. 배달도 빠르고 모두다좋아요 . 다음에도 재주문입니다. 맛도좋고 써비스 쿨피스 좋아요 .
9070,맛2 / 양2 / 배달2 / 언제나 그렇듯 맛있어요
9071,맛2 / 양2 / 배달2 / 언제나 맛도 양도 요청사항을 놓치지않고 챙겨주시는 사장님의 꼼꼼함도 백점 만점이에요 먹을때마다 감동입니다
9072,맛2 / 양1 / 배달2 / 맛있어요 최근에 찾은 맛난 닭발입니다오늘도 시키려고요
9073,맛2 / 양2 / 배달2 / 역시 오돌뼈는 웅이네죠~~매번 잘 먹고 있습니다~^^
9074,맛2 / 양1 / 배달1 / 양이 좀 부족한듯하여 닭발만 추가 주문이 안되는 것이 넘 아쉽네요~맛은 너무 좋습니다~
9075,맛2 / 양2 / 배달2 / 닭발은 무조건 웅이네입니다! 정말 맛있어요!!
9076,맛2 / 양2 / 배달2 / 눈물나게 맛있는..ㅠ ㅠ취업하고 첫날 제 자신을 축하하며 시켜 먹었습니다!!ㅋㅋㅋㅋㅋㅋㅋ리뷰 늦어서 죄송요~^^
9077,맛2 / 양2 / 배달2 / 역대급 입니다 ~!~!
9078,맛2 / 양2 / 배달2 / 불향가득 닭발계란찜 맛있네요
9079,맛2 / 양2 / 배달2 / 배송도 빠르고 언제나 맛있어요
9080,맛2 / 양2 / 배달2 / 맛있어서재주문해서 맛있게 잘먹었습니다
9082,맛2 / 양2 / 배달2 / 오자마자 바로 다 먹어버렸네요ㅎㅎ 맛있습니다~
9083,맛2 / 양2 / 배달2 / 학교앞에서만 먹어보다가 시켜먹었는데 오랜만에 먹어서 너무 좋았어요!
9084,맛2 / 양2 / 배달2 / 가족 모두 같이 맛있게 먹었습니다!! 배달도 빨리 와서 좋았어요!! 다음에 또 시켜먹을게요~
9085,맛1 / 양2 / 배달2 / 오늘은  제가  맵게 해달라고  메모를 남겨서  그런지 .. 쫌 짯어요 ㅜㅜ 그래도 맛있게  먹었습니당~
9086,맛2 / 양2 / 배달2 / 항상 맛있어용 중간맛 조금 순해졌는데 다음엔 매운맛으로 시킬게용
9087,맛1 / 양1 / 배달1 / 전에 맛있게 먹어서 또주문해서 먹엇는데 너무 맛있었어요!!
9088,맛2 / 양2 / 배달2 / 와..진짜 맛있어요ㅠㅠ처음 시켜봐서 혹시 너무 맵거나 짜면 어떡하지 걱정했는데 진짜 쓸데없었던 걱정..이었네요.. 너무 맛있어요 매콤한 정도도 딱 제 입맛에 맞고 진짜 너무 맛있어서ㅋㅋㅋ자꾸 웃음이 나오네요ㅎㅎ다음에 또 주문하겠습니다:)맛있는 음식 감사합니다~!
9089,맛2 / 양2 / 배달2 / 닭발도맛잇고 오뎅탕도 넘 맛잇어여 계란찜이람주먹밥도있어서 네명이서 배부르게먹어용
9090,맛2 / 양2 / 배달2 / 배달도 진짜 빠르고 항상 넘 맛있게 먹어요! 짱입니다!!
9091,맛2 / 양2 / 배달2 / 존맛이에여 국물닭발 체고
9092,맛2 / 양1 / 배달2 / 언제나 단골집으로 맛있게 먹고 있습니다.그런데 양이 살짝 줄은 것 같기도 하고..맛은 언제나 최고입니다.
9093,맛2 / 양2 / 배달2 / 오늘도 매우 만족입니다. 얼음 쿨피스 작은사이즈 넘나 좋아요~
9094,맛2 / 양2 / 배달2 / 배달 엄청빨라요 맛은 당연히 맛있구요!! 오자마자 순삭해서ㅋㅋ 사진이없네요ㅠ
9095,맛2 / 양2 / 배달2 / 역시 맛있어요! 맛있게 매워요 배달도 빠르고 친절하게 해주셔서 감사합니다!
9096,맛2 / 양2 / 배달2 / 1. 정말 맛있다. 오랜만에 시켰더니 더 맛있는 듯 ㅋㅋ2. 배달도 예상시간보다 빠르다.
9097,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요! 닭발 맛있고 주먹밥이랑 계란찜도 맛잇어요~
9098,맛2 / 양2 / 배달2 / 처음 시켜먹었는데 너무 맛있게 잘먹었어요^^
9099,맛2 / 양2 / 배달2 / 국물닭발 맛있어요잘먹었습니다
9100,맛2 / 양1 / 배달2 / 너무 맛잇어요...그래서 양이 적은가...ㅠㅠ
9101,맛2 / 양2 / 배달2 / 맛있어요. 배송도 빠르고 담에 또 주문할께요.
9102,맛2 / 양2 / 배달2 / 역시믿고먹눈마늘똥집완전최고최고 여기서만 시켜먹어요 완전짱! 담에도여기서시켜먹을거에요 수지맛집인정합니다앙
9103,맛2 / 양2 / 배달2 / 항상 맛있게 잘먹고 있습니다!
9104,맛2 / 양2 / 배달2 / 굿굿!먹을때마다 후회안해요ㅎ 추천
9105,맛2 / 양2 / 배달2 / 정말맵게부탁드렸는데. 감사해요...  맛은 원래맛집안거아니까...  감사합니다
9106,맛2 / 양2 / 배달2 / 역시 믿고 맛나게 먹는 닭발 웅이네입니다! 닭발 조아하는 친구에게도 소개시켜줬더니 바로 다음날 시켜먹었더네요ㅋㅋㅋ 맛있게 잘 먹었습니다^ ^
9107,맛2 / 양2 / 배달2 / 맛있어용!! 중간맛 시켰는데 덜매워서 다음엔 매운맛으로 주문해야겠어요ㅎㅎ
9108,맛2 / 양2 / 배달2 / 너무 맛있어서 매번 시켜먹어요~^^
9109,맛2 / 양2 / 배달2 / 잘먹겠습니다 ~~^^
9110,맛2 / 양2 / 배달2 / 닭발양이 좀 적지만 항상 주문해서 먹을때마다 맛나용~^^
9111,"맛2 / 양2 / 배달2 / 닭똥집과 야채 다 많이 주시고, 어묵탕도 뜨거운 상태로 배달되어서 너무 잘 먹었습니다. 근데 단무지를 빼먹으셨더라구요ㅠㅠ 다음엔 단무지도 같이 보내주세요~"
9112,맛2 / 양2 / 배달2 / 항상 자주 먹고 있어요그만큼 맛있고 좋아하는 맛집입니다.
9113,맛2 / 양2 / 배달2 / 언제나 닭발은 웅이네 ㅎㅎ 자주시켜먹지만 맛도 배달속도도 무지빠르네요 . 수고하세요 . 재구매 예정입니다 .
9114,맛2 / 양2 / 배달2 / 매달 잘 시켜먹고있어요
9115,맛2 / 양2 / 배달2 / 화요일 휴무라 못 먹고 못요일 또 임시 휴무라 포기했다가 금요일 1시 넘어서까지 목 빠지게 기다렸다 드디어 먹었습니다. 언제나 맛있어요
9116,맛2 / 양1 / 배달1 / 여기서 두번째 시켜먹는데 너무 맛있어요~~~~!!!!좀 덜맵게 해달라고 요청했는데 처음 시켰을때보다 덜매워서 좋았습니다 ㅎㅎ 감사합니다~
9117,맛2 / 양2 / 배달2 / 넘넘 맛있어용🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️
9118,맛2 / 양2 / 배달1 / 배달이 오래걸린게 좀 아쉬웠지만 닭똥집은 맛있게 잘 먹었어요!
9119,맛2 / 양2 / 배달2 / 진짜 닭발 맛있습니다 제가 어제 깜빡하고 사진을 못 찍어서 남은거 먹을때 찍은거지만 계란찜이랑 주먹밥 같은 사이드메뉴도 진짜 맛있어요 특히 주먹밥 삼시세끼 먹어도 안 아깝고요 이집에서 국물닭발이랑 무뼈닭발 둘 다 먹어봤는데 제 기준 무뼈닭발 압승입니다 정말 맛있어요 숯불 베어있는느낌? 닭발 먹을때면 항상 이 집에서 시킵니다 진짜 한 여덟번 넘게 시켜먹은거 같아요ㅋㅋ
9120,"맛2 / 양1 / 배달2 / 주먹밥, 닭발, 계란찜 다 맛있어요! 양은 1.5인분정도 되는거같아요. 근데 저는 혼자 다먹었어요🤭🤭"
9121,맛2 / 양2 / 배달2 / 처음시켰는데 기대이상이에요 배달도 빨라요
9122,맛2 / 양2 / 배달2 / 아웅~진짜 맛있어요..매우면서 스트레스도 풀리고..이거 중독 되겠어요!!!!! ㅎㅎ살얼음잡힌 쿨피스도 대박이예요~^^
9123,맛2 / 양2 / 배달2 / 진짜 웅이네는 맛없는게 없어서 춤이 절로~
9124,맛2 / 양2 / 배달2 / 처음 먹어봤는데 맛있어요.  계란찜 예술이에요.
9125,맛2 / 양2 / 배달2 / 서비스도 좋구 닭발도 맛나요.
9126,맛2 / 양2 / 배달2 / 주문 40분후에 도착했습니다. 맛있어요.
9127,"맛2 / 양0 / 배달2 / 가격에비해 양이 너무 적어요 ,맛은 있습니다."
9128,맛2 / 양2 / 배달2 / 항상 알찬 구성에 맛있게 먹고 있습니다 ^^
9129,맛1 / 양2 / 배달2 / 배달이 빨리와서 좋았어요😉오랜만에 닭발 먹는데 기분좋게 먹었네요 감사합니다~~
9130,맛2 / 양2 / 배달2 / 닭발은 항상 웅이네에서 시켜요 너무 맛있어요 최고
9131,맛2 / 양2 / 배달2 / 맛있어유 나중에 또 시켜먹어야지ㅣ
9132,맛2 / 양2 / 배달2 / 와이프가 맛 나게 먹었다네요
9133,맛2 / 양2 / 배달2 / 어머니가 좋아하시네 맛있다고잘 먹었습니다!!
9134,맛2 / 양2 / 배달2 / 맛있어서 수지점에서 항상 주문해서 먹습니다
9135,맛2 / 양2 / 배달2 / 2만1천의 행복... 웅이네 닭발
9136,맛2 / 양2 / 배달2 / 넘넘 맛있어요 또 시킬게요~
9137,맛2 / 양2 / 배달2 / 매운데 진짜 맛있고 쿨피스는 센스 있게 얼려오고 진짜 맛있어요 !!
9138,맛1 / 양2 / 배달2 / 매번 중간맛 시켰는데.. 중간맛이 평소 신라면정도였는데 이번은 진라면 순한맛으로 바뀐느낌이라 실망했어요.. 영수증에도 중간맛으로 찍혀잇는데 모지 하다가 그래도 매번 깔끔하고 신속해서 그냥 먹었어용
9139,맛1 / 양1 / 배달1 / 넘맛있어서 사진찍는걸 잊었네요살짝매콤해서 계란찜이랑 먹으니맛나요마요네즈소스랑 먹으니 색다른맛이네요
9140,맛2 / 양2 / 배달2 / 양 너무 많아서 먹다가 남아서 냉장고에 넣어뒀어요!진짜 맛있어서 자주 시켜먹는 편인것 같아요^^많이파시고요. 다음에 또 시켜먹으러 올께요~번창하세요!
9141,맛2 / 양2 / 배달2 / 너무 맛있게 잘 먹었습니다 ◡̈
9142,맛2 / 양2 / 배달2 / 오늘은 계란 양도 엄청 많고 모양도 너무너무 예쁘네요 항상 잘 먹고 있습니다! 배달도 빠르고 오늘따라 닭발이 더 맛있네요^^b
9143,맛2 / 양1 / 배달2 / 매운데 계속 먹게되는맛~
9144,맛2 / 양2 / 배달2 / 맛있어용 배달도 빨라요
9145,맛2 / 양2 / 배달2 / 국물닭발 첨 먹어보는데 여기서 시키길 잘했네요ㅠㅠ 구성도 괜찮고 리뷰도 좋길래 시켜봤는데 괜히 그런게 아니네요! 저희집이 쿨피스를 안 먹어서 혹시 콜라로 대체될까 해서 요청사항에 적었는데 들어주셔서 감사해요!! 배달도 빨랐고 계란찜땜에 세심하게 스티커 붙여주신 거 보고 감동받았어요ㅠㅠㅠㅠ 국물닭발 드시고 싶으신 분들은 꼭 시켜드세요!!!!!
9146,맛2 / 양2 / 배달2 / 왜 여기가 근처 주문 1위인지 알겠네요. 정말 맛있어요
9147,맛2 / 양2 / 배달2 / 처음시켜봤는데 대박이네요!!매운거 잘 먹는 저도 맵찔이처럼 찔찔대면서 먹었어요.너무 맛있어서!!! 멈출수가 없네요~^^잘 먹었습니다~^^
9148,맛2 / 양2 / 배달2 / 역시 최고네요 언제 먹어도 맛있다는 ㅎ
9149,맛2 / 양2 / 배달2 / 배달도빠르고 맛있어요~ 똥집도 맛나네요
9150,맛2 / 양2 / 배달2 / 닭발은 웅이네가 최고로 맛있어요!!!
9151,맛2 / 양2 / 배달2 / 덕분에 행복한 생일 보냈습니다!!! 사장님 너무 감사해요 😊😊😊
9152,맛2 / 양2 / 배달2 / what else?
9153,맛2 / 양2 / 배달2 / 진짜 닭발은 여기가 최고입니당...ㅠ
9154,맛1 / 양2 / 배달1 / 너무 애용하고 좋아하는 웅이네인데 오늘은 맛도 약간 으읭했고 계란찜도 다 부서져있고 쿨피스는 터져있었서..^^; 배송기사님 너무 바쁘신거 알아서 너무 큰 비난은 말아주시구요..그래도 다음 번에도 또 시킬께요..
9156,맛2 / 양2 / 배달2 / 맛나요 저녁때먹는기 더 맛난거같지만 맛나요
9157,맛2 / 양2 / 배달2 / 너무 맛있었어요 !
9158,맛2 / 양2 / 배달2 / 맵찔이인 저한텐 좀매운데 살짝만순한맛이있었으면. 그래도맛있어요
9159,맛2 / 양2 / 배달2 / 넘맛있고 배달 기사님도 너무 친절하고 칼배송 해주셨어요!
9160,맛2 / 양2 / 배달2 / 정말 드디어 인생닭발집을 만났네요.. 감사합니다 사장님!!!!!
9161,맛1 / 양2 / 배달2 / 보통 생각하는 쭈꾸미 체인같은 맛은 아니네요 그래도 깔끔칼칼한(?) 맛이에요. 순한맛이라 자극적이지 않고 괜찮았어요
9162,맛2 / 양2 / 배달2 / 매번너무좋아요.감사합니다~!
9163,맛1 / 양1 / 배달1 / 원래 고기가 이렇게 부스러기들만주시는건가요또 엄청 퍽퍽하던데
